N,P,K,temperature,humidity,ph,rainfall,label
108.04,82.6,47.53,24.68,81.08,6.04,100.36,Banana
92.86,86.44,49.34,28.2,84.66,5.46,99.75,Banana
103.43,91.59,45.91,29.92,80.34,5.98,103.51,Banana
101.73,89.05,47.33,27.93,79.04,5.81,124.39,Banana
108.14,86.33,52.84,25.72,84.38,5.37,99.23,Banana
101.56,86.14,50.55,27.29,79.97,5.76,93.77,Banana
110.45,86.84,53.96,26.51,81.73,5.93,113.93,Banana
112.66,83.82,49.15,28.7,81.62,5.83,95.04,Banana
102.84,91.97,52.87,26.11,77.08,6.32,96.48,Banana
108.82,78.65,54.04,26.54,82.86,6.05,106.89,Banana
90.22,68.73,49.45,27.81,77.19,5.73,109.21,Banana
109.22,81.64,51.95,26.03,79.11,6.41,105.51,Banana
105.95,96.91,46.5,28.5,84.16,5.92,111.45,Banana
97.63,78.21,50.96,28.5,82.8,6.39,104.49,Banana
113.95,80.36,52.26,27.76,81.11,6.11,92.96,Banana
96.57,83.14,45.78,28.54,82.18,6.08,96.59,Banana
115.35,95.23,50.37,28.14,80.5,6.13,104.1,Banana
104.74,88.16,55.86,25.75,79.74,5.7,116.94,Banana
100.59,73.48,51.6,29.68,81.66,6.05,108.07,Banana
115.61,77.04,49.72,26.93,77.08,5.92,113.31,Banana
109.25,86.53,50.37,28.15,78.0,5.92,106.44,Banana
107.08,84.5,49.65,27.03,87.89,6.23,108.1,Banana
103.25,79.68,49.67,27.87,75.3,5.61,100.22,Banana
106.55,81.0,53.7,25.65,78.12,6.38,105.98,Banana
111.64,95.32,48.27,27.38,79.32,5.51,102.67,Banana
111.61,85.88,51.55,27.03,78.36,6.32,101.27,Banana
107.21,83.52,53.65,28.71,76.76,5.7,109.34,Banana
104.52,79.66,52.54,27.73,80.13,6.19,102.19,Banana
116.76,77.57,51.64,29.29,76.56,5.91,113.57,Banana
113.68,81.43,48.16,28.69,82.96,5.71,95.97,Banana
106.69,86.43,49.25,28.35,78.22,5.47,101.82,Banana
105.47,80.78,47.1,25.23,78.71,6.22,114.42,Banana
113.91,77.4,47.12,28.12,81.59,6.1,89.89,Banana
98.5,82.31,51.22,28.46,80.36,6.08,105.64,Banana
110.14,84.46,50.16,27.16,80.2,6.12,107.01,Banana
107.86,90.89,50.66,26.69,82.21,5.66,96.89,Banana
107.52,85.73,46.89,27.02,78.48,5.88,112.08,Banana
110.3,82.38,48.64,25.81,83.55,6.15,99.7,Banana
110.4,82.06,49.28,28.04,78.15,5.91,105.91,Banana
101.25,86.68,54.67,26.56,75.84,5.5,103.87,Banana
100.03,83.8,50.33,25.5,75.46,6.07,106.02,Banana
101.81,72.14,51.18,29.09,80.69,5.79,105.33,Banana
94.75,89.11,50.2,25.29,79.25,6.12,102.5,Banana
102.93,74.85,51.42,26.69,74.61,5.91,112.36,Banana
102.1,93.36,51.07,27.92,79.68,5.98,103.02,Banana
102.73,85.82,47.66,26.16,77.19,6.51,108.98,Banana
107.28,75.89,51.56,27.35,80.54,5.76,106.2,Banana
101.82,77.71,51.84,25.58,81.41,6.17,98.4,Banana
98.85,81.11,50.71,27.31,81.08,6.44,101.19,Banana
92.14,87.66,54.21,27.99,77.28,5.97,96.61,Banana
109.82,74.05,49.25,26.24,80.32,5.91,106.33,Banana
105.17,76.33,51.57,27.44,77.53,6.56,108.57,Banana
103.85,91.35,54.6,27.32,80.87,5.75,103.9,Banana
103.51,83.66,50.83,28.2,80.59,5.7,97.96,Banana
100.9,80.74,52.63,26.05,79.11,6.24,102.75,Banana
108.45,81.63,50.64,27.21,81.67,5.61,102.28,Banana
107.22,85.84,53.73,27.01,83.7,5.84,114.96,Banana
111.13,76.79,50.77,27.44,81.56,5.94,102.7,Banana
115.27,81.88,52.07,27.22,84.17,5.83,100.39,Banana
116.43,79.72,54.0,28.61,79.61,5.55,104.86,Banana
105.76,89.8,53.97,26.64,82.0,6.19,113.05,Banana
108.74,70.36,49.61,26.06,79.49,6.25,107.29,Banana
113.61,84.64,46.75,24.35,80.37,5.95,97.67,Banana
92.25,77.91,49.51,28.33,80.47,6.4,97.23,Banana
111.61,82.8,51.74,26.95,82.68,6.07,99.9,Banana
104.91,81.0,51.22,26.03,79.93,6.1,105.25,Banana
115.1,87.34,49.98,27.77,80.74,6.1,91.31,Banana
102.74,73.22,53.2,27.42,79.52,6.22,108.17,Banana
96.54,82.06,49.16,25.32,78.27,5.95,104.14,Banana
93.88,89.7,49.74,27.55,81.0,5.8,108.42,Banana
102.25,76.9,51.43,29.36,81.81,6.23,101.1,Banana
93.02,91.81,55.14,29.43,79.16,5.71,97.01,Banana
92.37,81.83,54.01,27.32,80.76,6.34,101.97,Banana
120.27,94.95,49.67,26.78,81.74,5.91,96.33,Banana
114.61,90.1,50.39,25.92,76.93,6.03,101.25,Banana
102.44,88.89,51.83,29.22,77.52,5.91,110.69,Banana
108.36,92.08,51.05,29.81,81.35,6.27,102.57,Banana
105.11,88.19,54.03,28.41,79.79,6.34,88.56,Banana
94.33,86.76,50.04,28.26,80.16,6.14,98.89,Banana
109.28,88.72,53.05,30.02,80.61,6.07,93.58,Banana
101.01,81.29,52.63,26.74,81.99,6.0,103.67,Banana
106.87,80.06,48.93,25.37,79.38,5.88,101.13,Banana
108.13,86.62,50.58,28.74,81.44,5.93,101.53,Banana
107.35,86.09,53.49,28.99,78.65,5.97,110.03,Banana
113.01,88.37,49.84,25.93,77.5,6.07,107.57,Banana
96.76,82.78,51.58,26.06,82.76,5.91,114.43,Banana
101.0,76.08,48.85,27.38,79.03,5.95,107.5,Banana
103.72,82.09,45.73,27.99,79.78,6.4,97.95,Banana
91.44,86.36,50.87,26.24,76.18,6.38,115.61,Banana
86.34,79.64,54.16,26.9,78.77,5.93,96.59,Banana
92.21,89.08,45.39,27.81,82.22,5.64,98.07,Banana
114.1,85.83,48.46,29.0,83.02,6.07,98.25,Banana
101.9,84.29,49.53,28.67,76.18,5.63,106.36,Banana
101.31,78.58,45.58,27.52,79.87,6.16,105.52,Banana
104.01,89.86,46.72,28.17,75.82,5.79,95.91,Banana
30.86,27.09,29.97,29.01,49.25,5.27,96.92,Mango
17.57,35.81,25.81,29.69,54.19,5.48,88.43,Mango
26.64,24.53,27.91,29.03,56.92,5.59,85.37,Mango
36.2,31.32,28.08,29.4,51.68,5.6,85.37,Mango
38.4,24.79,33.74,34.38,47.5,6.4,91.74,Mango
11.0,24.85,30.99,30.46,49.23,6.46,95.53,Mango
18.68,31.89,30.49,25.83,51.07,5.99,95.1,Mango
31.69,23.3,30.84,27.97,51.02,6.97,90.03,Mango
19.3,23.06,30.32,29.11,51.05,6.28,97.67,Mango
11.74,33.72,32.34,33.37,50.93,5.89,100.16,Mango
39.43,21.54,32.7,31.31,49.68,4.79,93.58,Mango
17.52,24.6,27.25,30.49,48.98,5.81,86.93,Mango
14.16,29.76,28.01,33.92,50.56,6.13,102.05,Mango
22.68,23.91,32.18,32.65,49.53,6.62,93.94,Mango
25.25,27.63,27.66,31.67,53.49,6.03,95.16,Mango
23.79,29.57,31.87,32.87,49.17,5.95,97.4,Mango
17.45,28.55,24.6,32.59,51.65,6.22,93.02,Mango
27.32,36.4,33.53,31.43,50.35,6.44,87.5,Mango
22.58,35.85,32.44,32.33,46.24,5.72,92.05,Mango
27.48,22.44,27.44,26.85,53.05,5.5,95.79,Mango
24.98,20.83,26.85,29.24,48.19,5.98,91.02,Mango
38.1,33.92,32.02,31.23,53.79,5.61,94.84,Mango
26.27,31.89,31.59,30.43,48.67,6.15,98.58,Mango
22.05,17.58,29.48,32.9,54.51,5.0,92.87,Mango
22.08,35.97,29.91,29.46,51.4,5.5,88.88,Mango
18.3,38.34,30.96,31.74,49.38,5.93,96.4,Mango
27.19,28.22,32.17,31.55,47.56,5.37,85.1,Mango
40.2,32.89,27.92,30.87,48.41,6.71,87.9,Mango
25.86,26.82,32.07,31.27,45.6,5.59,90.14,Mango
25.6,36.46,25.65,29.7,48.62,5.51,98.7,Mango
23.7,30.1,28.44,32.02,51.94,5.29,98.91,Mango
25.39,34.03,29.5,32.36,49.9,5.69,96.29,Mango
29.03,19.69,33.58,27.32,48.29,5.69,97.06,Mango
36.82,15.89,28.73,26.71,50.08,5.92,102.95,Mango
25.9,34.03,31.46,30.52,46.48,5.92,87.54,Mango
34.71,26.49,32.99,30.42,50.67,5.88,94.77,Mango
21.76,29.95,27.68,28.78,53.11,6.2,95.33,Mango
37.49,25.83,33.31,31.9,47.44,6.91,99.95,Mango
24.09,32.04,28.99,33.37,44.02,5.11,99.9,Mango
23.13,28.8,26.63,35.66,52.98,5.62,92.98,Mango
32.72,39.89,32.38,36.39,47.69,5.24,89.06,Mango
28.31,28.6,29.62,33.32,53.08,4.8,92.02,Mango
31.15,24.58,28.0,33.79,46.78,5.56,96.64,Mango
20.7,32.39,28.58,34.67,49.69,6.17,98.73,Mango
20.29,14.67,30.9,31.66,51.39,5.61,92.85,Mango
40.06,18.3,31.83,30.21,49.16,5.55,90.98,Mango
29.28,36.19,31.18,31.73,47.53,6.07,105.78,Mango
22.14,25.15,28.6,30.4,43.14,6.0,90.77,Mango
12.92,32.21,27.29,30.74,53.67,4.87,87.34,Mango
27.02,34.68,26.06,32.42,51.45,4.46,98.99,Mango
31.57,25.55,33.13,34.06,50.26,5.47,90.14,Mango
24.72,31.06,29.19,26.56,53.17,5.87,93.1,Mango
31.43,37.03,23.0,32.48,46.43,6.06,95.64,Mango
29.77,24.38,25.32,30.49,51.02,6.38,89.14,Mango
32.7,23.45,30.91,30.35,50.46,6.31,88.86,Mango
19.9,28.66,36.0,29.56,55.1,7.0,94.51,Mango
22.76,23.17,29.83,28.33,49.81,6.69,91.94,Mango
23.19,16.87,30.94,32.1,50.16,5.61,93.54,Mango
28.76,27.32,30.79,31.98,52.81,6.17,95.96,Mango
36.39,30.13,33.26,32.87,45.4,6.57,95.68,Mango
24.61,29.26,29.14,32.01,48.52,6.55,94.43,Mango
22.13,21.72,30.67,31.92,50.97,5.11,86.99,Mango
29.69,36.78,27.43,35.08,50.71,5.75,93.01,Mango
14.62,33.67,28.06,29.75,52.48,4.57,87.38,Mango
24.86,29.33,31.21,30.82,56.33,5.61,93.85,Mango
19.02,28.27,31.54,34.21,46.28,5.6,97.23,Mango
29.4,27.54,31.36,29.68,53.89,6.37,88.28,Mango
16.94,20.96,31.69,28.61,49.17,6.03,94.67,Mango
26.94,20.84,31.49,30.12,49.19,5.9,95.52,Mango
25.18,22.81,29.25,31.5,46.56,5.46,96.94,Mango
15.42,34.73,33.17,28.7,53.39,5.66,97.09,Mango
21.28,33.27,31.02,29.67,47.09,4.84,95.94,Mango
29.29,31.57,29.71,28.9,48.29,6.47,92.58,Mango
26.08,20.78,30.84,30.47,52.62,6.23,92.52,Mango
24.05,24.06,26.45,29.57,50.5,5.95,95.74,Mango
22.74,33.33,30.16,33.08,45.57,3.5,96.42,Mango
14.31,26.17,29.24,35.07,51.0,5.85,99.18,Mango
27.76,24.64,32.68,29.0,50.81,4.78,96.02,Mango
26.45,37.98,26.09,30.15,52.06,5.96,95.9,Mango
17.83,23.81,33.11,31.38,50.94,5.68,89.08,Mango
32.0,30.65,35.76,29.21,52.06,4.93,95.79,Mango
32.32,14.55,29.49,30.23,48.25,5.99,100.6,Mango
24.0,28.78,30.29,31.5,47.28,6.44,96.48,Mango
27.96,22.46,28.85,31.1,46.16,4.69,92.0,Mango
28.92,23.42,27.45,29.67,48.86,5.53,105.83,Mango
32.91,33.9,32.92,29.25,46.94,5.06,101.67,Mango
20.9,19.68,28.92,30.96,50.67,5.91,90.86,Mango
30.14,23.51,29.61,33.05,48.4,5.39,97.96,Mango
18.57,25.1,31.39,36.12,51.51,6.05,97.65,Mango
16.95,28.22,29.93,32.22,50.29,5.99,93.44,Mango
25.44,19.83,29.2,34.63,50.8,5.74,104.48,Mango
14.79,20.57,34.28,31.6,49.39,5.0,97.24,Mango
29.08,20.66,29.65,30.75,50.64,5.05,101.26,Mango
31.87,25.23,29.46,31.19,48.05,5.47,93.65,Mango
37.1,33.42,32.34,32.33,47.21,5.72,99.85,Mango
15.56,31.48,35.81,33.89,53.54,5.89,99.84,Mango
19.62,32.47,31.64,32.15,53.29,5.41,94.06,Mango
25.72,21.06,30.57,27.63,52.62,5.78,92.4,Mango
18.74,26.03,31.72,32.73,48.24,5.22,98.28,Mango
19.58,27.87,30.31,32.2,52.15,4.96,85.44,Mango
20.74,38.76,35.06,35.62,49.52,4.64,83.28,Mango
20.39,26.26,33.25,33.45,50.57,5.19,90.2,Mango
26.91,31.86,30.98,29.17,51.63,6.02,89.65,Mango
19.12,31.8,29.41,35.08,51.25,5.45,94.95,Mango
25.48,22.95,27.72,33.08,52.11,6.13,102.58,Mango
20.94,37.96,27.75,29.22,45.6,5.47,92.48,Mango
28.94,29.02,27.02,30.62,49.07,4.64,90.1,Mango
19.22,36.46,30.48,32.99,46.25,6.5,101.51,Mango
10.01,23.09,31.24,32.95,48.3,5.56,92.01,Mango
25.83,34.98,28.07,33.75,48.05,5.22,99.09,Mango
31.91,32.82,26.71,30.45,52.06,5.78,89.63,Mango
28.44,23.03,34.49,34.98,51.51,6.6,95.32,Mango
30.74,36.74,30.61,30.93,45.74,5.7,99.12,Mango
32.09,30.65,28.65,27.05,48.76,5.56,93.44,Mango
29.64,39.91,30.31,31.01,49.35,5.83,90.86,Mango
25.9,30.32,30.52,32.53,51.08,4.64,98.18,Mango
19.97,20.65,27.24,32.48,49.44,4.7,97.39,Mango
14.2,28.37,30.6,33.49,54.45,4.9,94.74,Mango
22.93,30.21,30.54,30.71,48.9,5.05,99.94,Mango
28.44,33.24,29.22,30.02,47.3,5.97,89.8,Mango
38.86,124.33,200.68,38.32,83.25,6.32,67.58,Grapes
14.64,137.31,203.77,21.27,81.08,5.33,67.55,Grapes
24.15,142.49,201.68,27.59,82.0,6.03,73.51,Grapes
26.51,119.36,198.32,17.71,81.82,6.46,69.73,Grapes
24.42,140.71,198.26,40.85,81.66,6.28,69.3,Grapes
25.93,135.28,201.08,18.6,81.1,7.19,68.79,Grapes
30.24,122.45,199.3,23.92,83.09,5.23,70.42,Grapes
16.38,134.53,197.41,17.73,82.16,5.86,68.81,Grapes
16.05,121.04,202.54,13.98,82.28,6.53,68.46,Grapes
18.81,133.91,202.79,15.06,82.31,5.6,69.02,Grapes
25.26,127.16,198.86,13.03,82.6,6.65,67.26,Grapes
20.33,135.64,203.03,12.31,82.29,6.36,69.74,Grapes
6.42,135.63,203.8,25.99,81.21,6.06,74.42,Grapes
31.82,136.5,200.89,19.38,82.25,6.22,71.37,Grapes
36.32,139.49,196.45,26.9,83.42,6.48,68.43,Grapes
46.86,124.52,197.29,26.99,85.15,5.94,69.34,Grapes
33.08,132.39,199.16,29.81,82.84,6.64,73.23,Grapes
27.3,134.32,200.54,29.16,82.57,6.25,72.99,Grapes
36.37,123.08,200.03,19.15,82.11,6.4,71.67,Grapes
24.16,120.54,197.59,32.62,79.07,6.7,71.3,Grapes
34.87,131.26,194.85,28.66,84.09,6.6,68.34,Grapes
25.65,129.17,197.95,33.12,81.0,5.91,67.24,Grapes
13.82,133.42,202.9,23.43,80.62,6.56,74.21,Grapes
20.15,129.51,201.29,38.79,81.85,5.75,71.58,Grapes
30.99,132.54,198.6,33.45,83.16,5.96,70.12,Grapes
14.86,136.79,199.34,21.3,82.46,6.27,72.24,Grapes
29.43,131.52,201.91,28.41,81.97,6.2,69.63,Grapes
28.79,130.21,199.02,41.73,83.67,5.96,71.43,Grapes
25.89,134.95,200.34,35.11,82.93,6.23,72.61,Grapes
26.75,133.26,200.79,24.2,82.51,6.03,68.12,Grapes
17.51,123.8,197.8,23.52,82.63,6.15,64.11,Grapes
36.81,139.29,201.11,41.21,81.28,6.96,67.59,Grapes
26.79,124.54,200.04,28.28,82.31,6.52,70.25,Grapes
21.08,128.96,202.03,19.44,83.64,6.71,65.83,Grapes
33.5,145.38,200.63,30.09,83.8,6.15,70.46,Grapes
15.14,133.37,201.25,29.39,83.83,5.96,68.67,Grapes
39.22,131.56,200.5,24.43,81.47,6.86,68.68,Grapes
16.55,129.68,195.0,19.46,81.29,6.48,68.32,Grapes
31.66,141.24,201.95,23.17,82.68,5.68,69.67,Grapes
18.55,136.84,206.43,29.25,80.01,6.11,70.31,Grapes
25.66,127.93,200.61,14.44,81.32,6.49,67.46,Grapes
29.04,123.94,204.41,18.42,82.22,6.37,68.59,Grapes
26.08,136.1,202.4,31.73,82.29,6.2,75.87,Grapes
32.12,126.74,200.25,22.15,82.33,5.79,68.97,Grapes
38.59,136.12,193.77,35.34,83.86,6.12,71.79,Grapes
18.55,129.56,203.75,22.69,80.16,6.23,69.8,Grapes
33.99,132.59,198.95,33.88,82.65,5.97,72.89,Grapes
26.45,132.52,200.44,15.9,81.84,6.25,69.51,Grapes
34.54,133.86,202.14,25.08,83.82,6.4,70.03,Grapes
24.9,126.53,201.27,24.66,81.87,6.66,66.87,Grapes
21.83,138.92,200.79,24.59,82.81,6.32,66.21,Grapes
22.38,142.6,198.35,22.29,81.82,6.22,68.54,Grapes
28.65,133.73,201.93,16.07,82.07,6.17,71.14,Grapes
19.05,138.22,202.97,16.59,81.89,6.05,76.58,Grapes
21.78,142.99,196.83,16.59,81.64,5.93,69.33,Grapes
19.68,127.38,202.9,35.4,83.69,6.45,70.23,Grapes
21.27,126.54,200.91,15.02,81.26,6.68,74.75,Grapes
27.95,139.42,199.39,13.63,83.27,6.46,70.18,Grapes
23.18,138.51,197.54,18.42,81.24,6.28,67.28,Grapes
19.87,128.09,199.35,12.36,82.61,6.72,70.34,Grapes
36.56,140.84,201.94,25.63,82.53,6.54,69.02,Grapes
10.88,135.58,197.17,16.82,82.5,6.21,66.47,Grapes
26.24,138.54,197.18,35.82,80.55,7.04,68.97,Grapes
26.09,120.67,199.84,26.94,82.39,6.04,67.63,Grapes
33.48,132.69,203.85,20.52,81.96,6.56,65.94,Grapes
15.9,139.36,197.07,9.54,84.84,5.73,70.46,Grapes
25.52,114.93,199.33,28.81,82.94,6.59,69.03,Grapes
30.34,128.19,196.47,13.97,80.67,6.63,66.21,Grapes
27.06,130.84,199.74,36.59,81.95,6.48,70.09,Grapes
23.86,146.87,196.4,35.96,83.32,6.07,74.07,Grapes
11.14,129.24,196.98,28.5,81.11,6.41,69.53,Grapes
21.4,134.93,199.33,15.75,86.0,6.07,64.46,Grapes
18.68,124.58,202.07,27.73,83.0,6.11,69.3,Grapes
22.22,131.99,202.09,27.86,83.13,6.44,72.21,Grapes
27.16,134.74,202.97,19.35,81.43,5.81,70.46,Grapes
11.1,135.39,199.73,34.64,81.66,6.17,72.81,Grapes
35.37,128.25,200.45,27.5,82.97,6.15,73.2,Grapes
10.83,129.87,201.12,28.89,84.19,6.7,69.29,Grapes
34.75,128.04,202.33,40.39,84.02,6.29,69.17,Grapes
13.54,134.44,197.21,18.26,81.01,6.08,69.93,Grapes
27.05,128.75,202.67,23.23,81.52,6.33,74.91,Grapes
27.51,130.23,196.18,23.13,82.79,6.1,65.84,Grapes
18.62,141.59,203.59,17.46,83.34,5.81,73.51,Grapes
26.84,138.44,195.71,30.76,82.49,6.57,72.29,Grapes
25.49,128.74,201.95,24.49,81.41,5.9,66.31,Grapes
21.17,139.39,200.44,20.5,83.51,5.94,70.24,Grapes
23.65,137.37,196.06,17.77,80.45,6.15,73.03,Grapes
21.21,129.31,202.18,34.08,82.39,6.51,67.31,Grapes
35.33,145.93,201.3,7.28,81.8,6.48,68.95,Grapes
34.54,136.18,198.23,25.27,81.38,6.18,68.61,Grapes
33.81,145.73,196.42,8.65,82.19,5.68,70.12,Grapes
30.62,141.84,200.5,23.36,80.03,6.26,70.18,Grapes
29.79,128.07,198.91,12.44,79.64,5.83,66.07,Grapes
27.53,129.26,198.65,16.63,78.46,6.82,67.5,Grapes
21.91,123.41,202.43,26.22,81.47,6.1,74.2,Grapes
24.45,131.36,197.65,8.9,82.3,6.37,72.75,Grapes
8.14,125.47,198.55,24.97,82.32,6.2,71.02,Grapes
18.23,138.34,201.08,22.28,84.5,6.83,72.33,Grapes
2.36,142.37,201.99,42.05,84.05,6.84,72.2,Grapes
35.12,144.96,200.54,11.64,82.12,6.4,70.19,Grapes
15.65,122.31,198.15,31.87,84.48,6.59,72.64,Grapes
24.39,121.61,198.86,22.8,81.88,6.27,71.1,Grapes
31.4,130.76,195.24,20.9,82.55,6.71,68.58,Grapes
28.84,134.31,200.11,32.91,81.67,6.03,69.97,Grapes
20.2,135.68,198.22,26.92,82.37,6.33,68.85,Grapes
22.46,133.1,200.51,24.96,84.63,5.88,69.84,Grapes
13.2,134.83,197.21,22.63,82.03,6.36,68.62,Grapes
20.54,141.47,200.71,20.23,82.19,6.87,69.41,Grapes
19.83,128.22,198.63,19.95,80.9,5.83,67.93,Grapes
29.44,130.12,199.48,35.8,84.12,6.14,68.42,Grapes
18.52,136.83,199.49,21.71,81.48,5.96,70.8,Grapes
15.13,138.72,198.67,23.73,80.83,6.25,69.18,Grapes
24.62,141.7,200.44,18.25,81.61,6.47,73.25,Grapes
27.11,136.8,201.52,37.06,80.06,6.5,72.46,Grapes
14.96,126.96,197.87,18.81,81.9,6.34,72.16,Grapes
33.11,127.26,197.89,36.18,83.31,6.28,71.18,Grapes
24.78,135.78,199.16,27.28,80.61,5.99,68.31,Grapes
22.19,126.71,198.67,12.13,83.19,6.22,65.74,Grapes
18.74,134.6,198.64,19.08,82.41,6.38,66.41,Grapes
29.13,127.5,199.96,24.7,81.84,5.87,69.29,Grapes
116.25,8.99,54.23,25.31,85.09,6.23,46.14,Watermelon
94.97,10.96,49.48,25.19,89.63,6.21,50.51,Watermelon
102.48,10.81,51.72,25.2,78.77,6.66,44.42,Watermelon
89.52,21.8,49.13,26.19,88.03,6.34,53.97,Watermelon
92.45,31.46,48.27,26.27,87.11,6.58,46.65,Watermelon
98.49,4.04,50.56,25.76,85.33,5.76,43.67,Watermelon
92.52,19.32,50.72,25.37,86.59,6.24,53.05,Watermelon
104.75,19.86,49.54,26.87,86.23,6.26,51.24,Watermelon
107.52,13.82,52.72,25.79,79.14,6.57,47.97,Watermelon
105.37,23.4,50.49,26.75,84.55,6.66,54.02,Watermelon
99.03,22.37,48.51,25.18,81.72,6.56,51.63,Watermelon
111.79,22.44,49.29,24.62,86.08,6.78,53.78,Watermelon
110.84,16.18,48.83,24.95,84.86,6.48,51.03,Watermelon
98.71,16.66,48.06,26.21,85.19,6.46,46.26,Watermelon
86.68,25.67,51.39,24.28,86.91,6.73,50.62,Watermelon
115.98,18.85,46.46,25.77,85.61,6.35,52.87,Watermelon
83.32,23.69,47.8,24.76,84.72,6.61,50.82,Watermelon
92.57,14.34,47.17,25.33,87.69,6.5,54.3,Watermelon
114.55,13.82,49.53,27.13,88.61,6.08,51.94,Watermelon
100.01,22.67,48.14,24.87,83.31,6.36,54.08,Watermelon
88.19,13.61,45.53,26.26,88.18,6.42,48.51,Watermelon
104.53,26.72,51.02,24.98,80.95,6.22,50.37,Watermelon
93.45,18.72,48.62,24.71,82.06,6.89,54.44,Watermelon
117.31,20.87,48.93,26.49,84.92,6.56,49.79,Watermelon
70.53,27.53,51.23,25.75,84.85,6.54,47.01,Watermelon
106.17,9.33,50.47,25.92,84.5,6.59,45.04,Watermelon
90.34,18.98,51.7,24.09,86.31,6.36,49.04,Watermelon
86.6,12.18,52.42,25.52,84.04,6.47,52.45,Watermelon
104.4,17.03,52.73,26.23,86.03,6.51,53.29,Watermelon
103.14,24.13,52.25,24.74,82.29,6.32,54.88,Watermelon
84.24,19.97,50.91,26.37,85.45,6.16,45.2,Watermelon
88.18,14.14,49.54,24.63,88.68,6.17,56.73,Watermelon
111.85,23.11,48.27,25.76,81.81,6.73,49.63,Watermelon
95.91,9.85,43.81,24.72,87.78,6.4,49.15,Watermelon
106.56,28.79,53.31,24.77,80.14,7.09,61.34,Watermelon
101.88,9.56,52.41,25.42,84.72,6.72,51.67,Watermelon
88.14,15.47,51.65,25.88,85.66,6.73,48.19,Watermelon
101.79,0.0,48.88,26.07,84.02,6.38,44.79,Watermelon
110.03,20.93,52.06,24.21,84.6,6.43,48.6,Watermelon
93.84,15.34,52.12,24.07,89.44,6.62,49.79,Watermelon
109.07,8.43,48.34,25.41,88.41,6.49,52.25,Watermelon
94.1,20.54,54.19,26.25,84.8,6.67,52.89,Watermelon
105.07,24.45,52.76,25.4,86.6,6.4,45.38,Watermelon
97.31,17.02,45.85,26.15,78.08,7.18,57.51,Watermelon
97.39,17.56,50.76,25.06,85.48,6.46,49.53,Watermelon
101.81,9.29,50.1,25.62,85.32,6.45,55.69,Watermelon
96.46,18.92,53.24,25.44,85.54,6.48,56.19,Watermelon
97.42,25.52,49.74,24.86,86.7,6.42,53.1,Watermelon
72.71,17.53,48.85,24.7,83.62,6.36,49.76,Watermelon
86.33,19.48,53.42,25.71,87.02,6.77,56.18,Watermelon
118.7,14.38,48.2,26.09,86.77,6.69,59.45,Watermelon
100.11,20.16,47.55,27.1,84.16,6.42,48.27,Watermelon
93.55,12.94,48.69,24.48,83.04,6.99,53.68,Watermelon
109.26,24.86,54.59,24.17,81.93,6.3,47.65,Watermelon
96.99,14.71,50.55,25.53,83.19,5.96,45.04,Watermelon
94.51,15.96,47.18,25.13,82.17,6.47,44.63,Watermelon
91.51,9.32,49.62,24.85,87.27,6.6,49.65,Watermelon
92.03,19.88,51.73,25.61,89.01,6.61,54.57,Watermelon
101.34,21.72,48.01,25.16,85.87,6.59,52.54,Watermelon
111.0,8.59,47.56,25.67,83.19,7.34,52.58,Watermelon
99.22,14.28,48.8,25.52,85.28,6.39,48.63,Watermelon
113.44,26.15,50.63,24.49,86.35,6.89,56.85,Watermelon
107.34,26.39,50.13,25.97,83.3,6.57,56.65,Watermelon
94.11,12.12,50.24,25.33,86.62,6.39,58.59,Watermelon
87.1,25.34,48.09,24.15,85.59,6.44,44.45,Watermelon
83.19,17.45,52.44,25.94,85.14,6.62,49.86,Watermelon
85.7,8.62,49.49,25.38,87.13,6.69,53.03,Watermelon
97.2,8.87,51.03,25.89,79.03,6.29,46.54,Watermelon
101.18,12.48,49.9,25.34,84.6,6.32,46.81,Watermelon
89.2,19.88,51.43,24.92,88.8,6.42,57.65,Watermelon
93.58,4.83,51.01,25.69,85.09,6.34,49.83,Watermelon
94.89,15.61,52.1,25.64,86.52,6.44,48.29,Watermelon
88.47,15.19,41.7,25.06,84.8,6.64,48.66,Watermelon
103.48,3.88,49.86,24.24,81.98,6.45,56.38,Watermelon
103.71,17.61,49.95,24.96,83.64,6.61,43.07,Watermelon
105.93,15.07,52.06,26.22,80.82,6.35,45.72,Watermelon
81.87,11.05,56.1,25.96,89.79,6.71,46.29,Watermelon
96.18,21.18,51.09,25.07,81.23,7.32,49.29,Watermelon
96.74,18.21,49.39,25.59,88.22,6.47,44.19,Watermelon
98.38,14.6,53.56,26.38,85.27,6.18,43.87,Watermelon
100.15,19.6,49.06,25.14,83.52,6.49,38.09,Watermelon
88.99,13.58,53.02,24.89,85.45,6.56,56.49,Watermelon
112.63,17.14,48.81,25.0,84.4,6.39,52.77,Watermelon
104.2,21.2,53.15,26.9,85.31,6.77,48.24,Watermelon
111.85,24.13,52.52,25.57,83.33,6.15,49.8,Watermelon
115.33,15.56,51.96,26.13,84.29,6.83,35.46,Watermelon
87.77,11.78,47.95,25.75,85.73,6.6,52.98,Watermelon
90.5,9.89,50.99,25.03,81.07,6.74,56.98,Watermelon
115.57,18.67,51.56,26.53,83.4,6.78,51.38,Watermelon
109.14,18.66,53.24,25.67,81.29,6.86,45.26,Watermelon
112.53,16.94,52.94,26.35,86.08,6.63,52.11,Watermelon
79.86,18.24,47.21,25.63,82.14,6.2,58.02,Watermelon
